,word,tf
1765,改造,2
1766,证书编号,2
1767,系统文件,2
1768,擦动,2
1769,跳,2
1770,桥接,2
1771,最短,2
1772,重启动,2
1773,关断,2
1774,复原,2
1775,精确度,2
1776,闭合,2
1777,实心,2
1778,门框,2
1779,指示仪,2
1780,操纵员,2
1781,重水,2
1782,料位计,2
1783,上升时间,2
1784,下降时间,2
1785,转化,2
1786,康普顿,2
1787,反射率,2
1788,计数率,2
1789,迁移率,2
1790,宽,2
1791,分辨力,2
1792,再现,2
1793,确认,2
1794,溯源,2
1795,飞絮,2
1796,电子设备,2
1797,涂层,2
1798,接合面,2
1799,宽度,2
1800,转轴,2
1801,操纵杆,2
1802,开式,2
1803,管接头,2
1804,换气,2
1805,内置,2
1806,描述,2
1807,帽灯,2
1808,对比度,2
1809,照度,2
1810,削波,2
1811,阑,2
1812,供电系统,2
1813,外界,2
1814,触及,2
1815,加强,2
1816,保护套,2
1817,磁体,2
1818,灭菌,2
1819,搅拌器,2
1820,加工机,2
1821,光学,2
1822,导流,2
1823,点火装置,2
1824,引导,2
1825,开槽,2
1826,烧嘴,2
1827,激活,2
1828,媒质,2
1829,泵浦,2
1830,单色性,2
1831,上声,2
1832,聚合,2
1833,焊,2
1834,次级,2
1835,弧焊,2
1836,手柄,2
1837,送丝管,2
1838,驱动轮,2
1839,吸气,2
1840,结晶,2
1841,卡口,2
1842,银,2
1843,执行机构,2
1844,充裕,2
1845,视在,2
1846,光电子,2
1847,漫游,2
1848,代理,2
1849,徙,2
1850,磁导,2
1851,关联矩阵,2
1852,失性,2
1853,微电子学,2
1854,微观,2
1855,小型,2
1856,旁通,2
1857,群,2
1858,调制,2
1859,炉罐,2
1860,马弗,2
1861,绝缘物,2
1862,中性区,2
1863,钝化,2
1864,离子注入,2
1865,丝网,2
1866,印刷,2
1867,二极,2
1868,齐纳,2
1869,衬底,2
1870,斜率,2
1871,共基极,2
1872,电荷转移,2
1873,隔障,2
1874,接,2
1875,开孔,2
1876,刚性,2
1877,匝,2
1878,压砧,2
1879,定位器,2
1880,卸出,2
1881,回转,2
1882,前面板,2
1883,振幅,2
1884,作业,2
1885,压环,2
1886,湮没,2
1887,电阻表,2
1888,铠装,2
1889,急停,2
1890,论坛,2
1891,衰减器,2
1892,存储,2
1893,连线,2
1894,浴,2
1895,频段,2
1896,汇流排,2
1897,电解炉,2
1898,铅,2
1899,酸蓄电池,2
1900,带液,2
1901,浮,2
1902,层压,2
1903,塞,2
1904,析气,2
1905,搅拌,2
1906,素,2
1907,隔热,2
1908,边界,2
1909,绝缘体,2
1910,交联,2
1911,插口,2
1912,界面,2
1913,三芯,2
1914,渣,2
1915,曲率,2
1916,算子,2
1917,统一,2
1918,麦克斯韦,2
1919,操纵器,2
1920,立柱,2
1921,手持,2
1922,热效率,2
1923,接线板,2
1924,连通,2
1925,桥形,2
1926,虚拟,2
1927,核磁共振,2
1928,互联网,2
1929,路由器,2
1930,粘带,2
1931,闸室,2
1932,直线,2
1933,简并,2
1934,序列,2
1935,二进制,2
1936,地下,2
1937,谱仪,2
1938,球面,2
1939,统计,2
1940,递阶控制,2
1941,圆柱形,2
1942,面,2
1943,中频,2
1944,性端,2
1945,超,2
1946,快中子,2
1947,单位名称,2
1948,核子,2
1949,波数,2
1950,磁心,2
1951,对象,2
1952,观测器,2
1953,就,2
1954,模序,2
1955,牛皮纸,2
1956,马尼拉,2
1957,碱性,2
1958,二氧化锰,2
1959,碳,2
1960,夹持,2
1961,基准面,2
1962,钢包,2
1963,控制点,2
1964,凝胶,2
1965,欧姆,2
1966,流态化,2
1967,通量,2
1968,价值,2
1969,箱式,2
1970,熔化炉,2
1971,转,2
1972,倾动,2
1973,连续式,2
1974,井式炉,2
1975,多层,2
1976,容器,2
1977,滚轮,2
1978,配线,2
1979,溜槽,2
1980,流槽,2
1981,网格,2
1982,抗氧化,2
1983,辨识,2
1984,适配,2
1985,互连,2
1986,量程,2
1987,碳化硅,2
1988,电渣,2
1989,罐式,2
1990,气冷,2
1991,超临界,2
1992,互易,2
1993,前馈,2
1994,部门,2
1995,各,2
1996,充油,2
1997,心,2
1998,乙丙橡胶,2
1999,入口,2
2000,进,2
2001,指示灯,2
2002,聚光灯,2
2003,筒灯,2
2004,值班,2
2005,净距,2
2006,浸式,2
2007,密封式,2
2008,风冷,2
2009,单柱式,2
2010,储能,2
2011,人手,2
2012,断口,2
2013,阀式,2
2014,铁损,1
2015,铜损,1
2016,落点,1
2017,开关站,1
2018,高抗,1
2019,并列,1
2020,切机,1
2021,高顶值,1
2022,发电厂,1
2023,状态参数,1
2024,档位,1
2025,正序,1
2026,电纳,1
2027,或者,1
2028,遥信,1
2029,装机容量,1
2030,更,1
2031,知识,1
2032,双回,1
2033,同杆,1
2034,强行,1
2035,机端,1
2036,单机,1
2037,变比,1
2038,框图,1
2039,受端,1
2040,失去,1
2041,摇摆,1
2042,地刀,1
2043,当地,1
2044,用户界面,1
2045,总控,1
2046,方根值,1
2047,返校,1
2048,分布式,1
2049,地理信息系统,1
2050,全球定位系统,1
2051,管理信息系统,1
2052,抄表,1
2053,信息系统,1
2054,千伏安,1
2055,千阀,1
2056,兆瓦,1
2057,水温,1
2058,失败,1
2059,冷却水,1
2060,温度表,1
2061,机油,1
2062,油压表,1
2063,电瓶,1
2064,怠速,1
2065,摇控,1
2066,其它,1
2067,神经网络,1
2068,模糊控制,1
2069,大容量,1
2070,投运,1
2071,方法,1
2072,高精度,1
2073,学习,1
2074,抗干扰能力,1
2075,子系统,1
2076,大小,1
2077,相等,1
2078,等效于,1
2079,相减,1
2080,求和,1
2081,参数值,1
2082,修改,1
2083,反传,1
2084,区内,1
2085,误动作,1
2086,神经元,1
2087,中国,1
2088,电子电路,1
2089,电子电器,1
2090,电子学,1
2091,电力工程,1
2092,最优,1
2093,自动装置,1
2094,扰乱,1
2095,等效电路,1
2096,根本原因,1
2097,视在功率,1
2098,包括,1
2099,软启动,1
2100,纹波,1
2101,大功率,1
2102,面包,1
2103,叠加定理,1
2104,暂时,1
2105,想,1
2106,焦耳,1
2107,欧姆定律,1
2108,叠加,1
2109,戴维宁,1
2110,诺顿,1
2111,感抗,1
2112,容抗,1
2113,法拉,1
2114,亨利,1
2115,相位差,1
2116,领先,1
2117,落后,1
2118,相量,1
2119,频率特性,1
2120,幅频特性,1
2121,相频特性,1
2122,品质因数,1
2123,二阶,1
2124,低通滤波器,1
2125,高通,1
2126,带通,1
2127,带阻,1
2128,线电压,1
2129,暂态过程,1
2130,换路,1
2131,三要素,1
2132,积分电路,1
2133,微分电路,1
2134,磁感应,1
2135,势,1
2136,动机,1
2137,旋转磁场,1
2138,转差率,1
2139,起动转矩,1
2140,行程开关,1
2141,常,1
2142,开动,1
2143,语句,1
2144,梯形图,1
2145,自由电子,1
2146,硅,1
2147,锗,1
2148,稳压,1
2149,发射极,1
2150,基极,1
2151,放大系数,1
2152,结型,1
2153,源极,1
2154,漏极,1
2155,跨导,1
2156,夹断电压,1
2157,正反馈,1
2158,共射极,1
2159,射极,1
2160,共源,1
2161,共漏,1
2162,多级,1
2163,阻容,1
2164,输入电阻,1
2165,输出电阻,1
2166,负载电阻,1
2167,直,1
2168,流通,1
2169,电阻值,1
2170,电容量,1
2171,失调电压,1
2172,失调,1
2173,沃斯,1
2174,比雪夫,1
2175,贝塞尔,1
2176,输入阻抗,1
2177,迟滞,1
2178,反对,1
2179,相移,1
2180,监测器,1
2181,频,1
2182,差频,1
2183,方波,1
2184,甲类,1
2185,乙类,1
2186,推挽,1
2187,半波整流,1
2188,全波,1
2189,单结,1
2190,谷点,1
2191,导通角,1
2192,门电路,1
2193,三态,1
2194,或门,1
2195,与非门,1
2196,或非门,1
2197,异或门,1
2198,反相器,1
2199,布尔代数,1
2200,真值表,1
2201,卡诺图,1
2202,表达式,1
2203,译码器,1
2204,编码器,1
2205,半加器,1
2206,全加器,1
2207,七段,1
2208,主从,1
2209,加法,1
2210,清除,1
2211,时钟脉冲,1
2212,上升,1
2213,波形图,1
2214,半导体存储器,1
2215,只,1
2216,读存储器,1
2217,随机存取,1
2218,永磁,1
2219,同步电机,1
2220,异步电机,1
2221,电机学,1
2222,自动控制,1
2223,理论,1
2224,电工学,1
2225,讲座,1
2226,工程,1
2227,专题,1
2228,实践,1
2229,概论,1
2230,集成系统,1
2231,传动,1
2232,马,1
2233,蹄形磁铁,1
2234,涡流,1
2235,右手定则,1
2236,定则,1
2237,感生电流,1
2238,铸铝,1
2239,青铜,1
2240,马力,1
2241,散绕,1
2242,端环,1
2243,模绕,1
2244,转分,1
2245,标么值,1
2246,起步,1
2247,阻力,1
2248,检修,1
2249,风动,1
2250,转秒,1
2251,极数,1
2252,原动机,1
2253,漏磁通,1
2254,斩波,1
2255,复励,1
2256,并励,1
2257,串励,1
2258,局间,1
2259,波导管,1
2260,硅石,1
2261,二氧化硅,1
2262,共轴,1
2263,高性能,1
2264,成熟,1
2265,单边,1
2266,传导,1
2267,解调器,1
2268,限波器,1
2269,移频,1
2270,键控,1
2271,调谐器,1
2272,入射,1
2273,二线,1
2274,直轴瞬变,1
2275,算符,1
2276,演算,1
2277,检测器,1
2278,高增益,1
2279,反馈系统,1
2280,调整器,1
2281,磁放大器,1
2282,微场,1
2283,扩流,1
2284,限幅器,1
2285,方框图,1
2286,稳定器,1
2287,磁链,1
2288,原生,1
2289,电热器,1
2290,不变,1
2291,自感,1
2292,电介质,1
2293,词汇,1
2294,调试,1
2295,鼠笼式,1
2296,序阻,1
2297,闸刀开关,1
2298,选择性,1
2299,误动,1
2300,穿越,1
2301,永久性,1
2302,瞬时性,1
2303,多路,1
2304,高阻,1
2305,开关电路,1
2306,把手,1
2307,隔离室,1
2308,母线槽,1
2309,请求,1
2310,集电环,1
2311,总线结构,1
2312,动平衡,1
2313,远距,1
2314,电动阀,1
2315,调速,1
2316,高压电,1
2317,任选,1
2318,选配,1
2319,电路板,1
2320,超压,1
2321,中心点,1
2322,接合,1
2323,扼流圈,1
2324,欠压,1
2325,超限,1
2326,间断,1
2327,角缝,1
2328,潜动,1
2329,收信机,1
2330,测向,1
2331,五防,1
2332,选线,1
2333,准稳态,1
2334,准,1
2335,架空线,1
2336,埋地,1
2337,联络线,1
2338,租用,1
2339,专用线路,1
2340,终端设备,1
2341,调度,1
2342,半周,1
2343,选相,1
2344,记忆,1
2345,解列,1
2346,零模,1
2347,逆相序,1
2348,人机对话,1
2349,汲,1
2350,匝间,1
2351,真空开关,1
2352,逐次,1
2353,逼进,1
2354,助增,1
2355,纵差,1
2356,幅值,1
2357,信号处理器,1
2358,无需,1
2359,支撑物,1
2360,螺旋管,1
2361,接地装置,1
2362,隙,1
2363,陷波,1
2364,实地,1
2365,常量,1
2366,恒定,1
2367,震动,1
2368,远距离,1
2369,消,1
2370,弧线,1
2371,圈,1
2372,外施,1
2373,直轴,1
2374,交轴,1
2375,剩磁,1
2376,调,1
2377,相机,1
2378,甩,1
2379,人工智能,1
2380,组态,1
2381,屏柜,1
2382,保护网,1
2383,保护性,1
2384,相继,1
2385,多次重,1
2386,多端,1
2387,发送,1
2388,反转,1
2389,负相序,1
2390,杯式,1
2391,圆盘式,1
2392,高灵敏度,1
2393,恒温,1
2394,横差,1
2395,缓动,1
2396,缓放,1
2397,鉴别,1
2398,快动,1
2399,缓释,1
2400,相接,1
2401,全部,1
2402,吊牌,1
2403,载体,1
2404,数据处理,1
2405,数据传输,1
2406,馈电,1
2407,间歇,1
2408,录波,1
2409,拓扑,1
2410,专家系统,1
2411,减载,1
2412,二级,1
2413,处,1
2414,冗余度,1
2415,逼近,1
2416,克尔斯,1
2417,波速,1
2418,用率,1
2419,受,1
2420,电磁干扰,1
2421,服务程序,1
2422,矢量,1
2423,长线,1
2424,分布电容,1
2425,超范围,1
2426,持续性,1
2427,、,1
2428,串补,1
2429,带有,1
2430,速,1
2431,单片机,1
2432,单元式,1
2433,低次,1
2434,电器设备,1
2435,崎变,1
2436,金属性,1
2437,构成,1
2438,频窗,1
2439,弱,1
2440,三端,1
2441,数字式,1
2442,特高压,1
2443,闸前,1
2444,串行接口,1
2445,监控,1
2446,自检,1
2447,告警,1
2448,形式,1
2449,稳,1
2450,非常态,1
2451,阶梯,1
2452,母联,1
2453,同期,1
2454,系统控制,1
2455,动圈式,1
2456,隐形,1
2457,收,1
2458,迅机,1
2459,发迅机,1
2460,光纤通信,1
2461,螺,1
2462,短期,1
2463,傅立叶,1
2464,二乘,1
2465,卡尔曼滤波,1
2466,问题,1
2467,移相,1
2468,原则,1
2469,横,1
2470,近距离,1
2471,整流桥,1
2472,杆塔,1
2473,机械锁,1
2474,吸,1
2475,挡板,1
2476,颤振,1
2477,颤动,1
2478,引起,1
2479,混乱,1
2480,瓦解,1
2481,双头,1
2482,跳线,1
2483,扭转,1
2484,申报,1
2485,联产,1
2486,竞争性,1
2487,并网,1
2488,电量,1
2489,差价,1
2490,和约,1
2491,公司,1
2492,远期,1
2493,运营,1
2494,交易,1
2495,现货,1
2496,税,1
2497,发电量,1
2498,技术规范,1
2499,拥有者,1
2500,管理费,1
2501,拟合,1
2502,网损,1
2503,连,1
2504,网费,1
2505,成本,1
2506,定价,1
2507,新,1
2508,交易规则,1
2509,竞价,1
2510,契约,1
2511,卖方,1
2512,垄断,1
2513,开放,1
2514,发布,1
2515,结算,1
2516,点对点,1
2517,库,1
2518,购,1
2519,售,1
2520,经纪人,1
2521,经纪商,1
2522,购销,1
2523,转运,1
2524,收容,1
2525,地热能,1
2526,失,1
2527,业者,1
2528,收入,1
2529,上浮,1
2530,批发市场,1
2531,熔断,1
2532,电流密度,1
2533,脉动,1
2534,自控,1
2535,直流电源,1
2536,交流电源,1
2537,需要,1
2538,高度,1
2539,耐压,1
2540,比重,1
2541,倾角,1
2542,跨度,1
2543,正极,1
2544,负极,1
2545,遮断,1
2546,长期,1
2547,长时间,1
2548,堵转,1
2549,限定,1
2550,感应电流,1
2551,吊钩,1
2552,支线,1
2553,或接,1
2554,路网,1
2555,开阀,1
2556,关闭,1
2557,馈路,1
2558,现有,1
2559,多种,1
2560,插销,1
2561,进线,1
2562,电控箱,1
2563,边屏,1
2564,瓶,1
2565,车箱,1
2566,高压柜,1
2567,浮充,1
2568,刀开关,1
2569,风扇,1
2570,变速,1
2571,暗装单,1
2572,三路,1
2573,电源开关,1
2574,主令,1
2575,切点,1
2576,综合,1
2577,程仪,1
2578,滑环,1
2579,绕线,1
2580,反应式,1
2581,孔明,1
2582,四孔,1
2583,配照,1
2584,安全灯,1
2585,隔,1
2586,爆灯,1
2587,壁灯,1
2588,水银灯,1
2589,投光灯,1
2590,信号灯,1
2591,天棚,1
2592,灯座,1
2593,水银,1
2594,广照,1
2595,灯具,1
2596,具,1
2597,圆球,1
2598,红色,1
2599,障碍灯,1
2600,厂区,1
2601,道路,1
2602,视孔灯,1
2603,立杆,1
2604,整角,1
2605,励磁机,1
2606,内电阻,1
2607,失压,1
2608,制动器,1
2609,镇流器,1
2610,分流器,1
2611,频敏,1
2612,蜂鸣器,1
2613,接闪,1
2614,断相,1
2615,逆流,1
2616,差流,1
2617,气压,1
2618,强,1
2619,电感线圈,1
2620,予告,1
2621,紧急停车,1
2622,失电,1
2623,送电,1
2624,流断,1
2625,并车,1
2626,闭超,1
2627,扭矩,1
2628,框注,1
2629,字,1
2630,验,1
2631,欧姆表,1
2632,转速表,1
2633,两用,1
2634,钳型,1
2635,兆欧表,1
2636,微安,1
2637,毫安表,1
2638,各种,1
2639,秒表,1
2640,尖,1
2641,拉铁,1
2642,球型,1
2643,管形,1
2644,阀形,1
2645,多隙,1
2646,铝,1
2647,保险,1
2648,或然率,1
2649,触电,1
2650,静电感应,1
2651,防雷,1
2652,夹板,1
2653,支脚,1
2654,接卡,1
2655,贮藏室,1
2656,套间,1
2657,休息室,1
2658,砂轮机,1
2659,台钻,1
2660,电焊机,1
2661,移动式,1
2662,空气压缩机,1
2663,手,1
2664,电钻,1
2665,单速,1
2666,手摇,1
2667,绕线机,1
2668,压器,1
2669,千斤顶,1
2670,电吹尘器,1
2671,存放,1
2672,仪用,1
2673,硅整流器,1
2674,慢,1
2675,携带式,1
2676,桥,1
2677,探伤仪,1
2678,包布,1
2679,防腐,1
2680,沥青,1
2681,绝缘漆,1
2682,瓷漆,1
2683,有色金属,1
2684,黑色金属,1
2685,环氧树脂,1
2686,聚氯乙烯,1
2687,蜡,1
2688,滑石粉,1
2689,胶木,1
2690,聚丙烯,1
2691,耐油,1
2692,橡胶管,1
2693,铜线,1
2694,垫圈,1
2695,橡套,1
2696,悬索,1
2697,滑触线,1
2698,煤气管,1
2699,角钢,1
2700,扁钢,1
2701,钢丝绳,1
2702,电笛,1
2703,电磁阀,1
2704,接线盒,1
2705,吊架,1
2706,图纸,1
2707,面部,1
2708,背部,1
2709,标准图,1
2710,施工图,1
2711,复用,1
2712,联系,1
2713,侧视图,1
2714,正视图,1
2715,背,1
2716,视图,1
2717,剖面图,1
2718,箱内,1
2719,示意图,1
2720,管线,1
2721,芯数,1
2722,管径,1
2723,长,1
2724,管长,1
2725,别,1
2726,灯数,1
2727,方案,1
2728,电工,1
2729,图形符号,1
2730,相别,1
2731,正负极,1
2732,跨越,1
2733,可拆卸,1
2734,头,1
2735,凸极,1
2736,接换,1
2737,电喇叭,1
2738,箱屏,1
2739,列,1
2740,由,1
2741,由下,1
2742,水管,1
2743,热力,1
2744,车道,1
2745,穿管,1
2746,单侧,1
2747,跨,1
2748,金属软管,1
2749,带电插,1
2750,拔,1
2751,直角,1
2752,交错,1
2753,斜插,1
2754,拉脱,1
2755,对接,1
2756,边缘,1
2757,转接器,1
2758,印制板,1
2759,类,1
2760,无分断,1
2761,插入式,1
2762,兼容,1
2763,改进型,1
2764,通用型,1
2765,气密性,1
2766,冷端,1
2767,无焊,1
2768,电耗,1
2769,凹陷,1
2770,先合,1
2771,先,1
2772,断后,1
2773,搭锁,1
2774,舌簧,1
2775,推入,1
2776,后松,1
2777,前松,1
2778,阴,1
2779,插孔,1
2780,双叉,1
2781,分叉,1
2782,音叉,1
2783,阳,1
2784,插针,1
2785,刀形,1
2786,阴三,1
2787,阳三,1
2788,双心,1
2789,强制,1
2790,先通,1
2791,特种,1
2792,污染物,1
2793,外套,1
2794,闭路,1
2795,潜在,1
2796,扎紧,1
2797,热对流,1
2798,模数转换,1
2799,模数转换器,1
2800,移波剂,1
2801,磁致,1
2802,伸缩,1
2803,并串,1
2804,旋转,1
2805,软线,1
2806,料,1
2807,接头盒,1
2808,流水,1
2809,炉体,1
2810,流线形,1
2811,耗尽层,1
2812,厚膜,1
2813,薄膜,1
2814,库仑,1
2815,多边形,1
2816,反抗,1
2817,容性,1
2818,擎住,1
2819,暗电流,1
2820,传导电流,1
2821,去极化,1
2822,饱和电流,1
2823,维持,1
2824,折线,1
2825,成圈,1
2826,电子邮件,1
2827,消息,1
2828,表盖,1
2829,盖起,1
2830,绉,1
2831,烧毁,1
2832,准则,1
2833,终点,1
2834,铜胺,1
2835,轭,1
2836,居里,1
2837,炉壳,1
2838,网络空间,1
2839,控制论,1
2840,圆柱体,1
2841,柱体,1
2842,辐照率,1
2843,溢出,1
2844,豁免,1
2845,废塑料,1
2846,退役,1
2847,共因,1
2848,缺陷,1
2849,纵深,1
2850,防御,1
2851,辐射损伤,1
2852,聚合度,1
2853,脱,1
2854,卤素,1
2855,拆除,1
2856,原型,1
2857,诱导型,1
2858,功率密度,1
2859,过冲,1
2860,汽相淀积,1
2861,传能线,1
2862,文件传送,1
2863,变幅,1
2864,杆,1
2865,栅,1
2866,结栅,1
2867,跃迁,1
2868,到,1
2869,玻璃化,1
2870,变送器,1
2871,嬗变,1
2872,链条,1
2873,转置,1
2874,换位,1
2875,穿缆,1
2876,穿墙,1
2877,透,1
2878,表面淬火,1
2879,编织,1
2880,右手,1
2881,系三芯,1
2882,氚,1
2883,氦,1
2884,薄壁,1
2885,自猝,1
2886,灭,1
2887,无窗,1
2888,模拟输出,1
2889,视觉,1
2890,一贯,1
2891,制外,1
2892,原子质量,1
2893,分度,1
2894,复值,1
2895,运输,1
2896,允许值,1
2897,乏,1
2898,压敏电阻,1
2899,单位向量,1
2900,波腹,1
2901,清漆,1
2902,漆包线,1
2903,漆腊克漆,1
2904,钢化玻璃,1
2905,建筑物,1
2906,空泡,1
2907,平均寿命,1
2908,使用寿命,1
2909,运动,1
2910,阅览器,1
2911,群速度,1
2912,相速,1
2913,伸臂,1
2914,喷淋,1
2915,射频,1
2916,控制区,1
2917,接近,1
2918,接触面,1
2919,杂质浓度,1
2920,挤压,1
2921,阻水,1
2922,导电性,1
2923,预处理,1
2924,取样器,1
2925,可能,1
2926,预混物,1
2927,预压,1
2928,密封件,1
2929,压薄,1
2930,泡利,1
2931,不相容,1
2932,优先级,1
2933,扩散工艺,1
2934,平面工艺,1
2935,规程,1
2936,生产率,1
2937,穿透,1
2938,定值器,1
2939,中等,1
2940,正交投影,1
2941,喷涂,1
2942,名义,1
2943,防护罩,1
2944,防护系统,1
2945,耐候,1
2946,网际协议,1
2947,传输控制协议,1
2948,伪,1
2949,芯片,1
2950,脉冲功率,1
2951,瞬时功率,1
2952,热喷涂,1
2953,磁控溅射,1
2954,溅射,1
2955,提纯,1
2956,量化,1
2957,热量,1
2958,星绞对,1
2959,六角形,1
2960,拉德,1
2961,辐射仪,1
2962,弧度,1
2963,红外灯,1
2964,辐射器,1
2965,热沉,1
2966,感生,1
2967,放射性核素,1
2968,键槽,1
2969,份额,1
2970,亮度,1
2971,压缩比,1
2972,节径,1
2973,串模,1
2974,峰康,1
2975,宇宙,1
2976,非水,1
2977,全通,1
2978,平方根,1
2979,不漏,1
2980,通断,1
2981,传感,1
2982,失控,1
2983,卤素灯,1
2984,石英,1
2985,低毒性,1
2986,亮,1
2987,暗红,1
2988,板状,1
2989,管状,1
2990,发射区,1
2991,场致,1
2992,自发发射,1
2993,受激发射,1
2994,堆积,1
2995,核乳胶,1
2996,反相,1
2997,同相,1
2998,嵌装,1
2999,安全壳,1
3000,线能,1
3001,比能,1
3002,短,1
3003,衰变产物,1
3004,潜能,1
3005,激活能,1
3006,蜕变,1
3007,结合能,1
3008,核能,1
3009,形纸,1
3010,喷墨,1
3011,笔式,1
3012,光点,1
3013,鼓形,1
3014,打印,1
3015,热式,1
3016,埋,1
3017,封,1
3018,封存,1
3019,双线,1
3020,报警装置,1
3021,割集,1
3022,气流,1
3023,碳氢,1
3024,贯穿,1
3025,集合,1
3026,焓,1
3027,毯,1
3028,包络,1
3029,尘密,1
3030,肩,1
3031,潜水,1
3032,数值,1
3033,特征方程,1
3034,状态方程,1
3035,带电粒子,1
3036,热平衡,1
3037,等势,1
3038,周围,1
3039,个人,1
3040,腐蚀,1
3041,晃动,1
3042,随机误差,1
3043,白斑,1
3044,声明,1
3045,系统误差,1
3046,期望值,1
3047,试运行,1
3048,抗震,1
3049,验收,1
3050,定期,1
3051,样本,1
3052,诊断,1
3053,无损,1
3054,有机,1
3055,酯,1
3056,电池组,1
3057,不导通,1
3058,初始状态,1
3059,导通,1
3060,电火花,1
3061,礼仪,1
3062,烘箱,1
3063,评价,1
3064,评定,1
3065,假设,1
3066,始发,1
3067,频偏,1
3068,量纲,1
3069,公众,1
3070,尾端,1
3071,护罩,1
3072,装配式,1
3073,收缩,1
3074,包式终端,1
3075,装配,1
3076,后面,1
3077,前面,1
3078,逃脱,1
3079,积累,1
3080,换算,1
3081,峰值因数,1
3082,不利,1
3083,形状,1
3084,无限,1
3085,权重,1
3086,占空比,1
3087,每次,1
3088,多版,1
3089,极群,1
3090,系快,1
3091,张力,1
3092,松弛,1
3093,阻燃,1
3094,片材,1
3095,层压板,1
3096,短纤维,1
3097,硫化,1
3098,重复性,1
3099,纱,1
3100,屏蔽线,1
3101,讨论,1
3102,线索,1
3103,铜皮,1
3104,胶片,1
3105,定型,1
3106,自发,1
3107,分散,1
3108,热阴极,1
3109,冷阴极,1
3110,谐振器,1
3111,光生,1
3112,伏,1
3113,打,1
3114,栅元,1
3115,存储单元,1
3116,厘,1
3117,词头,1
3118,核电厂,1
3119,网络信息中心,1
3120,处置,1
3121,对称中心,1
3122,串组,1
3123,储存,1
3124,潜热,1
3125,比热,1
3126,释热,1
3127,气泡室,1
3128,火花室,1
3129,威尔逊,1
3130,径迹,1
3131,流气,1
3132,驻极体,1
3133,内充,1
3134,屏栅,1
3135,指套,1
3136,无壁,1
3137,井型,1
3138,场量,1
3139,温度场,1
3140,建,1
3141,自建场,1
3142,无旋场,1
3143,散场,1
3144,张量,1
3145,向量场,1
3146,底垫,1
3147,改型,1
3148,完全,1
3149,均衡,1
3150,涓流,1
3151,载荷,1
3152,加载,1
3153,充电器,1
3154,框,1
3155,喷流,1
3156,水,1
3157,供暖,1
3158,弥散,1
3159,纵向,1
3160,恒,1
3161,网套,1
3162,托盘,1
3163,履带式,1
3164,数码,1
3165,氯,1
3166,猝发,1
3167,胶泥,1
3168,控制电路,1
3169,闭合电路,1
3170,多片,1
3171,门阵列,1
3172,定制,1
3173,环路,1
3174,石蜡,1
3175,热击穿,1
3176,国家,1
3177,代码,1
3178,推荐,1
3179,吸能,1
3180,吸收系数,1
3181,增长,1
3182,扩散系数,1
3183,传能,1
3184,总比,1
3185,偶然,1
3186,共线,1
3187,集电区,1
3188,自给,1
3189,法兰盘,1
3190,核燃料,1
3191,可控性,1
3192,光圈,1
3193,驱动器,1
3194,步,1
3195,设定,1
3196,计算机控制,1
3197,程序控制,1
3198,电子商务,1
3199,网上,1
3200,社区,1
3201,交换机,1
3202,换向,1
3203,比较仪,1
3204,相容性,1
3205,极零,1
3206,相消,1
3207,胶,1
3208,灌封,1
3209,颗粒,1
3210,需量,1
3211,预付费,1
3212,费率,1
3213,超量,1
3214,室内,1
3215,聚能器,1
3216,集线器,1
3217,最易,1
3218,设计员,1
3219,工况,1
3220,集束,1
3221,热传导,1
3222,构形,1
3223,锥,1
3224,锥体,1
3225,集尘,1
3226,包容,1
3227,封闭式,1
3228,行政,1
3229,职能,1
3230,复制,1
3231,三通,1
3232,组装,1
3233,散热,1
3234,垫,1
3235,伴,1
3236,热板,1
3237,耐受,1
3238,温度控制,1
3239,温控器,1
3240,限温,1
3241,保温层,1
3242,工作频率,1
3243,热阻,1
3244,实测值,1
3245,抖动,1
3246,相应,1
3247,增大,1
3248,不断,1
3249,星,1
3250,累加,1
3251,暂停,1
3252,即时,1
3253,超调,1
3254,电磁兼容,1
3255,量度,1
3256,它,1
3257,模拟式,1
3258,分流,1
3259,变化率,1
3260,伏赫比,1
3261,某一,1
3262,校,1
3263,正值,1
3264,镀锡,1
3265,包覆,1
3266,束合,1
3267,绞,1
3268,成形,1
3269,气载,1
3270,尘埃,1
3271,濳,1
3272,碘,1
3273,蒸发,1
3274,样品,1
3275,氡,1
3276,惰性气体,1
3277,性仪,1
3278,产物,1
3279,容限,1
3280,适度,1
3281,劣化,1
3282,模块化,1
3283,人机接口,1
3284,支持系统,1
3285,广播系统,1
3286,配置管理,1
3287,预警系统,1
3288,支持,1
3289,声响,1
3290,功能性,1
3291,诊断系统,1
3292,坎贝尔,1
3293,控制棒,1
3294,灰棒,1
3295,黑棒,1
3296,工业用,1
3297,辐射量,1
3298,测计,1
3299,物料,1
3300,检测仪,1
3301,持续时间,1
3302,发射光谱,1
3303,光阴,1
3304,汤森,1
3305,边缘效应,1
3306,坪,1
3307,斜,1
3308,电离径迹,1
3309,连续谱,1
3310,磷光,1
3311,假,1
3312,飞行,1
3313,本底,1
3314,建立,1
3315,逃逸,1
3316,实,1
3317,活,1
3318,剥离,1
3319,校对,1
3320,参考点,1
3321,标准偏差,1
3322,表面温度,1
3323,理化,1
3324,现象,1
3325,最强,1
3326,最,1
3327,易传,1
3328,爆,1
